id,station_id,date,avg_temp,precipitation,min_temp,min_temp_time,max_temp,max_temp_time,wind_direction,avg_wind_speed,wind_gust,wind_gust_time,avg_humidity,max_humidity,max_humidity_time,min_humidity,min_humidity_time,created_at,updated_at
55552,118,2010-07-14,23.1,0,20.2,,26,16:00,0,,,,60,75,01:10,51,,2025-05-06 10:09:57.867891,2025-05-06 10:09:57.867891
55577,118,2010-07-16,23,0,20.6,06:30,25.5,15:20,0,,,,60,72,00:10,49,15:10,2025-05-06 10:09:58.103620,2025-05-06 10:09:58.103620
55590,118,2010-07-17,23.4,0,20.7,,26,13:00,0,,,,60,74,,51,12:30,2025-05-06 10:09:58.222208,2025-05-06 10:09:58.222208
55603,118,2010-07-18,23.6,0,20.4,05:30,26.7,14:00,0,,,,62,79,02:20,50,11:40,2025-05-06 10:09:58.338459,2025-05-06 10:09:58.338459
55616,118,2010-07-19,23,0,20.3,06:40,25.7,13:50,0,,,,68,79,23:00,55,01:50,2025-05-06 10:09:58.455084,2025-05-06 10:09:58.455084
55629,118,2010-07-20,,,,,,,0,,,,69,,,,,2025-05-06 10:09:58.588514,2025-05-06 10:09:58.588514
55642,118,2010-07-21,23.1,0,20.7,05:50,25.5,13:20,0,,,,63,74,00:20,56,15:50,2025-05-06 10:09:58.714481,2025-05-06 10:09:58.714481
55655,118,2010-07-22,24.6,0,21.4,05:20,27.7,14:40,0,,,,62,74,,54,,2025-05-06 10:09:58.837144,2025-05-06 10:09:58.837144
55668,118,2010-07-23,24,0,21.2,23:59,26.9,14:20,0,,,,58,79,05:10,46,14:10,2025-05-06 10:09:58.952956,2025-05-06 10:09:58.952956
55681,118,2010-07-24,22.8,0,20.9,,24.8,14:50,0,,,,61,72,23:10,55,13:00,2025-05-06 10:09:59.073709,2025-05-06 10:09:59.073709
55694,118,2010-07-25,23.2,0,21,05:40,25.4,14:10,0,,,,67,75,,58,13:50,2025-05-06 10:09:59.191774,2025-05-06 10:09:59.191774
55707,118,2010-07-26,23,0,20.5,05:00,25.5,14:10,0,,,,67,77,02:30,58,15:30,2025-05-06 10:09:59.307243,2025-05-06 10:09:59.307243
55720,118,2010-07-27,24,,20.7,,27.3,16:00,0,,,,59,70,,47,16:00,2025-05-06 10:09:59.430604,2025-05-06 10:09:59.430604
55733,118,2010-07-28,,0,,,,,0,,,,,,,,,2025-05-06 10:09:59.552009,2025-05-06 10:09:59.552009
55746,118,2010-07-29,22.2,0,17.9,06:30,26.6,14:00,0,,,,69,80,06:30,59,,2025-05-06 10:09:59.669009,2025-05-06 10:09:59.669009
55759,118,2010-07-30,24.2,0,20.4,04:50,28,12:00,0,,,,68,79,04:30,56,11:50,2025-05-06 10:09:59.784105,2025-05-06 10:09:59.784105
55772,118,2010-07-31,24,0,21.7,23:59,26.3,13:50,0,,,,68,78,02:20,60,13:00,2025-05-06 10:09:59.901609,2025-05-06 10:09:59.901609
64353,118,2012-03-25,,,,,,,0,,,,64,,,,,2025-05-06 10:15:33.353215,2025-05-06 10:15:33.353215
55785,118,2010-08-01,23.3,0,21.2,06:00,25.4,14:10,0,,,,65,75,,58,,2025-05-06 10:10:00.024397,2025-05-06 10:10:00.024397
55798,118,2010-08-02,23.5,9,21.3,00:50,25.7,14:40,0,,,,68,79,20:00,61,14:40,2025-05-06 10:10:00.138891,2025-05-06 10:10:00.138891
55811,118,2010-08-03,24.1,0,21.9,,26.3,14:20,0,,,,74,80,,65,,2025-05-06 10:10:00.260446,2025-05-06 10:10:00.260446
55824,118,2010-08-04,23.8,,21.6,23:59,26,13:40,0,,,,69,79,,61,12:50,2025-05-06 10:10:00.384088,2025-05-06 10:10:00.384088
55837,118,2010-08-05,,0,,,,,0,,,,68,,,,,2025-05-06 10:10:00.508380,2025-05-06 10:10:00.508380
55850,118,2010-08-06,23,0,20.9,06:40,25.1,15:10,0,,,,65,77,02:30,57,12:50,2025-05-06 10:10:00.630613,2025-05-06 10:10:00.630613
55863,118,2010-08-07,23.3,0,21,,25.6,13:40,0,,,,59,70,,51,13:30,2025-05-06 10:10:00.750703,2025-05-06 10:10:00.750703
55876,118,2010-08-08,23.4,0,20.9,03:40,26,13:00,0,,,,61,76,23:40,51,13:00,2025-05-06 10:10:00.865913,2025-05-06 10:10:00.865913
55901,118,2010-08-10,,0,,,,,0,,,,70,,,,,2025-05-06 10:11:05.395238,2025-05-06 10:11:05.395238
55914,118,2010-08-11,24.2,0,21.1,03:00,27.3,12:40,0,,,,72,81,07:10,63,12:40,2025-05-06 10:11:05.501912,2025-05-06 10:11:05.501912
55927,118,2010-08-12,31.4,0,24.1,00:40,38.7,11:00,0,,,,31,74,00:00,16,19:50,2025-05-06 10:11:05.611648,2025-05-06 10:11:05.611648
55940,118,2010-08-13,25.8,0,22,23:59,29.6,01:20,0,,,,55,67,11:50,32,03:10,2025-05-06 10:11:05.733408,2025-05-06 10:11:05.733408
55953,118,2010-08-14,,,,,,,0,,,,60,,,,,2025-05-06 10:11:05.857298,2025-05-06 10:11:05.857298
55966,118,2010-08-15,,,,,,,0,,,,60,,,,,2025-05-06 10:11:05.975275,2025-05-06 10:11:05.975275
55979,118,2010-08-16,,,,,,,0,,,,66,,,,,2025-05-06 10:11:06.043896,2025-05-06 10:11:06.043896
55992,118,2010-08-17,,,,,,,0,,,,64,,,,,2025-05-06 10:11:06.102519,2025-05-06 10:11:06.102519
56005,118,2010-08-18,23.6,0,21,05:50,26.3,16:40,0,,,,58,73,20:20,48,13:10,2025-05-06 10:11:06.161010,2025-05-06 10:11:06.161010
56018,118,2010-08-19,23.5,0,20.1,07:20,26.9,13:20,0,,,,62,71,07:20,55,13:20,2025-05-06 10:11:06.225926,2025-05-06 10:11:06.225926
56031,118,2010-08-20,,,,,,,0,,,,61,,,,,2025-05-06 10:11:06.294209,2025-05-06 10:11:06.294209
56080,118,2010-08-24,23.4,0,20.2,07:00,26.7,14:40,0,,,,69,77,07:00,59,,2025-05-06 10:11:06.702313,2025-05-06 10:11:06.702313
56093,118,2010-08-25,24.6,0,21.7,03:00,27.5,12:40,0,,,,69,80,,59,12:20,2025-05-06 10:11:06.821872,2025-05-06 10:11:06.821872
56106,118,2010-08-26,25,9.6,20,07:00,30,16:20,0,,,,72,83,07:00,32,16:10,2025-05-06 10:11:06.925910,2025-05-06 10:11:06.925910
56118,118,2010-08-27,24.9,0,21.9,03:20,27.9,14:00,0,,,,72,83,00:50,60,21:40,2025-05-06 10:11:06.993395,2025-05-06 10:11:06.993395
56130,118,2010-08-28,26.2,0,22.4,06:10,29.9,10:30,0,,,,62,76,01:10,50,10:20,2025-05-06 10:11:07.052767,2025-05-06 10:11:07.052767
56142,118,2010-08-29,29.6,0,22.6,05:00,36.6,16:00,0,,,,37,67,05:00,24,,2025-05-06 10:11:07.111325,2025-05-06 10:11:07.111325
56154,118,2010-08-30,26.2,,21,04:20,31.4,14:30,0,,,,54,76,22:20,36,00:00,2025-05-06 10:11:07.170595,2025-05-06 10:11:07.170595
56177,118,2010-09-01,24.4,0,21.2,06:10,27.6,15:20,0,,,,66,79,01:10,57,15:00,2025-05-06 10:11:07.286049,2025-05-06 10:11:07.286049
56189,118,2010-09-02,23.7,0,20,07:20,27.4,12:50,0,,,,65,74,07:10,55,10:20,2025-05-06 10:11:07.348543,2025-05-06 10:11:07.348543
56201,118,2010-09-03,23.2,0,18.7,06:40,27.7,14:30,0,,,,67,84,06:50,53,14:10,2025-05-06 10:11:07.407000,2025-05-06 10:11:07.407000
56213,118,2010-09-04,23.6,0,18.7,06:50,28.5,14:30,0,,,,66,81,07:00,52,14:20,2025-05-06 10:11:07.499433,2025-05-06 10:11:07.499433
56225,118,2010-09-05,23.4,0,19.2,05:30,27.6,13:30,0,,,,70,83,,55,15:40,2025-05-06 10:11:07.565797,2025-05-06 10:11:07.565797
56237,118,2010-09-06,,,,,,,0,,,,69,,,,,2025-05-06 10:11:07.625803,2025-05-06 10:11:07.625803
56249,118,2010-09-07,25.1,0,22.5,04:40,27.7,12:40,0,,,,55,76,00:20,47,12:30,2025-05-06 10:11:07.687890,2025-05-06 10:11:07.687890
56261,118,2010-09-08,24.8,0,21.8,23:59,27.9,14:10,0,,,,62,74,02:10,52,13:50,2025-05-06 10:11:07.744420,2025-05-06 10:11:07.744420
56273,118,2010-09-09,24.2,0,21,00:50,27.4,14:20,0,,,,62,72,00:50,51,09:50,2025-05-06 10:11:07.802612,2025-05-06 10:11:07.802612
56285,118,2010-09-10,25,0,21.8,05:30,28.1,14:40,0,,,,54,68,03:40,45,13:40,2025-05-06 10:11:07.861089,2025-05-06 10:11:07.861089
56297,118,2010-09-11,25.4,0,22.1,04:00,28.7,14:20,0,,,,48,69,03:10,43,13:10,2025-05-06 10:11:07.924333,2025-05-06 10:11:07.924333
56309,118,2010-09-12,24.6,,21.8,05:40,27.3,13:10,0,,,,58,70,00:50,48,09:30,2025-05-06 10:11:07.993285,2025-05-06 10:11:07.993285
56321,118,2010-09-13,,0,,,,,0,,,,67,,,,,2025-05-06 10:11:08.071291,2025-05-06 10:11:08.071291
56333,118,2010-09-14,27.8,0,22.8,00:50,32.8,18:00,0,,,,56,79,05:20,31,17:40,2025-05-06 10:11:08.182099,2025-05-06 10:11:08.182099
56345,118,2010-09-15,30,0,24.7,23:00,35.2,13:40,0,,,,45,70,17:50,26,13:30,2025-05-06 10:11:08.292916,2025-05-06 10:11:08.292916
56357,118,2010-09-16,25,7.8,23.1,23:59,26.8,12:30,0,,,,71,79,01:40,58,10:00,2025-05-06 10:11:08.402775,2025-05-06 10:11:08.402775
56369,118,2010-09-17,25,,22.2,05:50,27.8,15:10,0,,,,63,74,03:00,52,09:40,2025-05-06 10:11:08.511179,2025-05-06 10:11:08.511179
56381,118,2010-09-18,,0,,,,,0,,,,62,,,,,2025-05-06 10:11:08.619844,2025-05-06 10:11:08.619844
56393,118,2010-09-19,23.8,0,19.1,05:40,28.6,13:10,0,,,,64,79,06:00,51,14:10,2025-05-06 10:11:08.732806,2025-05-06 10:11:08.732806
56405,118,2010-09-20,22.6,0,17.6,06:40,27.5,14:20,0,,,,58,72,06:40,47,14:10,2025-05-06 10:11:08.846679,2025-05-06 10:11:08.846679
56417,118,2010-09-21,22.8,0,17.1,06:50,28.6,15:50,0,,,,67,82,06:50,48,15:40,2025-05-06 10:11:08.960067,2025-05-06 10:11:08.960067
56429,118,2010-09-22,25,,22.9,,27.2,10:00,0,,,,81,85,,59,10:20,2025-05-06 10:11:09.064327,2025-05-06 10:11:09.064327
56452,118,2010-09-24,26.6,0,21.5,07:00,31.8,17:30,0,,,,67,83,07:10,43,15:50,2025-05-06 10:11:09.280773,2025-05-06 10:11:09.280773
56464,118,2010-09-25,,,,,,,0,,,,72,,,,,2025-05-06 10:11:09.391367,2025-05-06 10:11:09.391367
56476,118,2010-09-26,,0,,,,,0,,,,68,,,,,2025-05-06 10:11:09.500383,2025-05-06 10:11:09.500383
56489,118,2010-09-27,24.2,0,20,05:40,28.4,15:50,0,,,,67,86,06:40,46,15:40,2025-05-06 10:11:09.622241,2025-05-06 10:11:09.622241
56502,118,2010-09-28,,,,,,,0,,,,51,,,,,2025-05-06 10:11:09.744558,2025-05-06 10:11:09.744558
56514,118,2010-09-29,25.4,,21.9,01:00,28.8,14:50,0,,,,56,71,00:50,42,13:50,2025-05-06 10:11:09.864408,2025-05-06 10:11:09.864408
56527,118,2010-09-30,,0,,,,,0,,,,57,,,,,2025-05-06 10:11:09.990437,2025-05-06 10:11:09.990437
56540,118,2010-10-01,23.8,0,19.9,04:30,27.6,13:40,0,,,,64,73,06:10,54,13:30,2025-05-06 10:11:10.114564,2025-05-06 10:11:10.114564
56553,118,2010-10-02,23.2,,19.4,05:00,27,20:50,0,,,,73,80,,49,20:40,2025-05-06 10:11:10.237708,2025-05-06 10:11:10.237708
56577,118,2010-10-04,26.2,0,22.1,05:40,30.3,14:40,0,,,,62,75,03:30,48,14:30,2025-05-06 10:11:10.463227,2025-05-06 10:11:10.463227
56589,118,2010-10-05,,,,,,,0,,,,57,,,,,2025-05-06 10:11:10.576546,2025-05-06 10:11:10.576546
56602,118,2010-10-06,23.4,0,19.4,05:50,27.4,13:50,0,,,,60,73,06:50,40,13:40,2025-05-06 10:11:10.695927,2025-05-06 10:11:10.695927
56615,118,2010-10-07,,,,,,,0,,,,56,,,,,2025-05-06 10:11:10.820961,2025-05-06 10:11:10.820961
65991,118,2012-06-28,,,,,,,0,,,,69,,,,,2025-05-06 10:15:49.962805,2025-05-06 10:15:49.962805
57546,118,2010-12-23,,,,,,,0,,,,61,,,,,2025-05-06 10:11:18.604115,2025-05-06 10:11:18.604115
57583,118,2010-12-26,20,,15.6,22:50,24.5,13:50,0,,,,63,86,04:10,48,,2025-05-06 10:11:18.965805,2025-05-06 10:11:18.965805
57680,118,2011-01-03,,,,,,,0,,,,,,,,,2025-05-06 10:11:19.922104,2025-05-06 10:11:19.922104
57705,118,2011-01-05,,,,,,,0,,,,62,,,,,2025-05-06 10:11:20.168023,2025-05-06 10:11:20.168023
57742,118,2011-01-08,,,,,,,0,,,,,,,,,2025-05-06 10:11:20.527451,2025-05-06 10:11:20.527451
57781,118,2011-01-11,19.4,0,15.9,07:30,22.8,14:30,0,,,,57,70,07:30,44,14:30,2025-05-06 10:11:20.920574,2025-05-06 10:11:20.920574
57795,118,2011-01-12,17.2,0,12,23:59,22.5,15:20,0,,,,66,85,23:30,55,10:30,2025-05-06 10:11:21.051799,2025-05-06 10:11:21.051799
57809,118,2011-01-13,15.6,0,8.3,07:00,22.9,15:50,0,,,,67,84,00:00,31,10:50,2025-05-06 10:11:21.192820,2025-05-06 10:11:21.192820
57823,118,2011-01-14,15.6,0,8.4,08:00,22.7,15:20,0,,,,66,84,23:00,33,10:40,2025-05-06 10:11:21.332636,2025-05-06 10:11:21.332636
57837,118,2011-01-15,16.4,0,9.1,08:20,23.8,17:00,0,,,,53,77,00:30,34,16:50,2025-05-06 10:11:21.470971,2025-05-06 10:11:21.470971
57851,118,2011-01-16,16.8,0,9.9,08:00,23.8,14:30,0,,,,47,72,00:50,26,10:40,2025-05-06 10:11:21.606933,2025-05-06 10:11:21.606933
57864,118,2011-01-17,17.2,0,10.1,05:50,24.3,14:40,0,,,,52,79,23:59,30,10:50,2025-05-06 10:11:21.727934,2025-05-06 10:11:21.727934
57878,118,2011-01-18,16.2,0,9.3,07:30,23,16:00,0,,,,59,82,03:20,26,10:50,2025-05-06 10:11:21.870056,2025-05-06 10:11:21.870056
57891,118,2011-01-19,17.2,0,11.9,05:20,22.4,14:10,0,,,,56,85,,37,10:20,2025-05-06 10:11:21.994764,2025-05-06 10:11:21.994764
57904,118,2011-01-20,,,,,,,0,,,,64,,,,,2025-05-06 10:11:22.124193,2025-05-06 10:11:22.124193
57917,118,2011-01-21,15.7,0,8.1,03:50,23.3,12:40,0,,,,56,79,00:00,46,09:20,2025-05-06 10:11:22.251917,2025-05-06 10:11:22.251917
57930,118,2011-01-22,18.3,0.6,14.1,23:59,22.5,15:20,0,,,,55,70,,47,12:10,2025-05-06 10:11:22.376263,2025-05-06 10:11:22.376263
57942,118,2011-01-23,17,1.4,11.6,02:10,22.5,14:30,0,,,,71,84,07:40,54,14:30,2025-05-06 10:11:22.493745,2025-05-06 10:11:22.493745
57954,118,2011-01-24,,,,,,,0,,,,67,,,,,2025-05-06 10:11:22.610790,2025-05-06 10:11:22.610790
57965,118,2011-01-25,17,,13.9,,20,17:50,0,,,,71,87,01:30,54,22:20,2025-05-06 10:11:22.719171,2025-05-06 10:11:22.719171
57983,118,2011-01-27,,,,,,,0,,,,69,,,,,2025-05-06 10:11:22.887816,2025-05-06 10:11:22.887816
67983,118,2012-10-22,20.8,0,14.8,06:40,26.8,15:40,0,,,,59,79,05:30,42,,2025-05-06 10:17:11.760684,2025-05-06 10:17:11.760684
58040,118,2011-02-01,18.4,0.2,16,08:20,20.9,13:00,0,,,,46,68,23:59,37,13:20,2025-05-06 10:11:23.456670,2025-05-06 10:11:23.456670
58053,118,2011-02-02,19.2,,15.5,04:20,23,14:00,0,,,,47,76,04:20,33,13:50,2025-05-06 10:11:23.580218,2025-05-06 10:11:23.580218
58126,118,2011-02-08,14.2,0,7,07:50,21.4,16:30,0,,,,55,83,23:50,26,10:30,2025-05-06 10:12:26.659160,2025-05-06 10:12:26.659160
58139,118,2011-02-09,15.8,7.2,8.1,04:30,23.6,13:00,0,,,,60,85,01:10,22,11:30,2025-05-06 10:12:26.793111,2025-05-06 10:12:26.793111
58153,118,2011-02-10,,,,,,,0,,,,58,,,,,2025-05-06 10:12:26.931654,2025-05-06 10:12:26.931654
58168,118,2011-02-11,15.7,0.2,8.2,05:20,23.2,14:10,0,,,,62,84,01:10,45,09:50,2025-05-06 10:12:27.080511,2025-05-06 10:12:27.080511
58183,118,2011-02-12,18.6,0,16,08:00,21.3,14:30,0,,,,55,72,04:50,44,14:30,2025-05-06 10:12:27.219693,2025-05-06 10:12:27.219693
58212,118,2011-02-14,,,,,,,0,,,,66,,,,,2025-05-06 10:12:27.518678,2025-05-06 10:12:27.518678
58227,118,2011-02-15,,,,,,,0,,,,51,,,,,2025-05-06 10:12:27.673225,2025-05-06 10:12:27.673225
58242,118,2011-02-16,19.8,0,15.8,05:00,23.7,12:40,0,,,,57,76,,42,15:10,2025-05-06 10:12:27.820622,2025-05-06 10:12:27.820622
58257,118,2011-02-17,18.6,0,14.6,08:00,22.5,15:20,0,,,,55,76,23:50,45,12:30,2025-05-06 10:12:27.968625,2025-05-06 10:12:27.968625
58272,118,2011-02-18,,,,,,,0,,,,59,,,,,2025-05-06 10:12:28.113275,2025-05-06 10:12:28.113275
58287,118,2011-02-19,17.2,0,12,02:30,22.3,15:30,0,,,,59,86,,46,14:20,2025-05-06 10:12:28.259103,2025-05-06 10:12:28.259103
58302,118,2011-02-20,,,,,,,0,,,,61,,,,,2025-05-06 10:12:28.407873,2025-05-06 10:12:28.407873
58331,118,2011-02-22,,,,,,,0,,,,64,,,,,2025-05-06 10:12:28.704129,2025-05-06 10:12:28.704129
58346,118,2011-02-23,16.9,0,10.1,07:40,23.7,16:00,0,,,,71,90,04:00,55,15:10,2025-05-06 10:12:28.850553,2025-05-06 10:12:28.850553
58362,118,2011-02-24,,,,,,,0,,,,66,,,,,2025-05-06 10:12:29.009037,2025-05-06 10:12:29.009037
58378,118,2011-02-25,16.6,0,11.7,05:50,21.4,15:20,0,,,,62,82,05:40,54,13:00,2025-05-06 10:12:29.164489,2025-05-06 10:12:29.164489
58394,118,2011-02-26,18.6,0,12,07:50,25.3,13:20,0,,,,58,84,23:00,45,,2025-05-06 10:12:29.331009,2025-05-06 10:12:29.331009
58427,118,2011-02-28,,,,,,,0,,,,62,,,,,2025-05-06 10:12:29.665227,2025-05-06 10:12:29.665227
58443,118,2011-03-01,,,,,,,0,,,,55,,,,,2025-05-06 10:12:29.825927,2025-05-06 10:12:29.825927
58459,118,2011-03-02,20,0,16.5,09:20,23.5,14:40,0,,,,52,66,09:10,35,13:50,2025-05-06 10:12:29.979645,2025-05-06 10:12:29.979645
58476,118,2011-03-03,,,,,,,0,,,,44,,,,,2025-05-06 10:12:30.149248,2025-05-06 10:12:30.149248
58508,118,2011-03-05,,,,,,,0,,,,,,,,,2025-05-06 10:12:30.482195,2025-05-06 10:12:30.482195
58539,118,2011-03-07,18.8,0,15.5,,22.2,15:00,0,,,,56,70,05:50,42,16:20,2025-05-06 10:12:30.791322,2025-05-06 10:12:30.791322
58570,118,2011-03-09,,,,,,,0,,,,59,,,,,2025-05-06 10:12:31.099101,2025-05-06 10:12:31.099101
58816,118,2011-03-25,,,,,,,0,,,,59,,,,,2025-05-06 10:12:33.242630,2025-05-06 10:12:33.242630
58849,118,2011-03-27,20.2,,17.1,02:40,23.2,13:30,0,,,,51,68,20:20,42,16:40,2025-05-06 10:12:33.578897,2025-05-06 10:12:33.578897
70155,118,2013-02-26,17.1,0,12,02:30,22.2,16:30,0,,,,62,85,,51,13:30,2025-05-06 10:18:36.172388,2025-05-06 10:18:36.172388
58912,118,2011-03-31,18.7,,13.8,07:00,23.6,14:10,0,,,,68,82,07:20,56,,2025-05-06 10:12:34.219644,2025-05-06 10:12:34.219644
58939,118,2011-04-02,19.6,,15.7,07:10,23.5,13:30,0,,,,61,84,23:40,46,19:10,2025-05-06 10:12:34.492686,2025-05-06 10:12:34.492686
59070,118,2011-04-12,20.7,,17.4,05:50,24,14:50,0,,,,61,70,,47,10:50,2025-05-06 10:12:35.808637,2025-05-06 10:12:35.808637
59144,118,2011-04-17,21.6,1.4,14.5,06:00,28.6,12:00,0,,,,57,89,06:20,28,10:30,2025-05-06 10:12:36.537370,2025-05-06 10:12:36.537370
59189,118,2011-04-20,20.2,0,14.6,04:00,25.9,13:10,0,,,,66,86,04:10,39,13:10,2025-05-06 10:12:36.993379,2025-05-06 10:12:36.993379
59205,118,2011-04-21,,,,,,,0,,,,53,,,,,2025-05-06 10:12:37.156563,2025-05-06 10:12:37.156563
59221,118,2011-04-22,21.4,1.4,17.5,04:30,25.4,14:10,0,,,,49,65,23:10,37,13:50,2025-05-06 10:12:37.323285,2025-05-06 10:12:37.323285
59238,118,2011-04-23,19.6,3.6,16,07:20,23.2,13:40,0,,,,63,85,07:00,41,14:30,2025-05-06 10:12:37.497237,2025-05-06 10:12:37.497237
59255,118,2011-04-24,20.2,,16.7,02:00,23.8,16:20,0,,,,45,76,02:10,39,13:00,2025-05-06 10:12:37.663838,2025-05-06 10:12:37.663838
59272,118,2011-04-25,,0,,,,,0,,,,61,,,,,2025-05-06 10:12:37.837729,2025-05-06 10:12:37.837729
59288,118,2011-04-26,19.2,0,15.4,23:59,23.1,16:00,0,,,,63,71,06:40,44,10:00,2025-05-06 10:12:38.008567,2025-05-06 10:12:38.008567
59304,118,2011-04-27,17.4,0,11.4,06:00,23.3,14:50,0,,,,62,81,06:10,46,14:40,2025-05-06 10:12:38.168047,2025-05-06 10:12:38.168047
59319,118,2011-04-28,19,0.6,12.9,,25.2,16:00,0,,,,61,80,06:00,49,12:00,2025-05-06 10:12:38.346847,2025-05-06 10:12:38.346847
59334,118,2011-04-29,20.2,0,15,07:00,25.3,13:20,0,,,,57,81,06:50,43,13:10,2025-05-06 10:12:38.500131,2025-05-06 10:12:38.500131
59349,118,2011-04-30,,,,,,,0,,,,58,,,,,2025-05-06 10:12:38.643326,2025-05-06 10:12:38.643326
59364,118,2011-05-01,19.2,0,12.8,06:50,25.7,15:00,0,,,,55,84,01:50,33,14:30,2025-05-06 10:12:38.796428,2025-05-06 10:12:38.796428
59379,118,2011-05-02,19.4,0,13.8,06:00,24.9,15:10,0,,,,58,71,06:50,46,15:30,2025-05-06 10:12:38.945821,2025-05-06 10:12:38.945821
59394,118,2011-05-03,18.6,0,13.5,06:00,23.8,15:10,0,,,,67,85,,52,12:30,2025-05-06 10:12:39.110404,2025-05-06 10:12:39.110404
59410,118,2011-05-04,20.2,0,13.8,05:50,26.5,14:50,0,,,,57,85,03:20,40,15:10,2025-05-06 10:12:39.247822,2025-05-06 10:12:39.247822
59426,118,2011-05-05,20.1,,14.7,06:50,25.5,13:10,0,,,,55,75,06:50,37,13:20,2025-05-06 10:12:39.388530,2025-05-06 10:12:39.388530
59442,118,2011-05-06,,0,,,,,0,,,,51,,,,,2025-05-06 10:12:39.541959,2025-05-06 10:12:39.541959
59459,118,2011-05-07,21.4,0,18.5,04:30,24.4,15:40,0,,,,60,72,06:30,48,10:10,2025-05-06 10:12:39.711470,2025-05-06 10:12:39.711470
59476,118,2011-05-08,19,0,14.8,06:30,23.3,13:10,0,,,,57,76,06:30,47,09:00,2025-05-06 10:12:39.884392,2025-05-06 10:12:39.884392
59493,118,2011-05-09,,,,,,,0,,,,58,,,,,2025-05-06 10:12:40.053495,2025-05-06 10:12:40.053495
59509,118,2011-05-10,20.8,0,18,06:50,23.7,14:10,0,,,,66,77,23:50,55,09:20,2025-05-06 10:12:40.212924,2025-05-06 10:12:40.212924
59525,118,2011-05-11,,,,,,,0,,,,69,,,,,2025-05-06 10:12:40.373526,2025-05-06 10:12:40.373526
59541,118,2011-05-12,,,,,,,0,,,,70,,,,,2025-05-06 10:12:40.533812,2025-05-06 10:12:40.533812
59557,118,2011-05-13,21.4,0,17.3,06:00,25.5,14:40,0,,,,69,87,06:20,53,13:20,2025-05-06 10:12:40.693450,2025-05-06 10:12:40.693450
59573,118,2011-05-14,21.6,0,19.1,03:10,24.2,15:40,0,,,,71,83,01:40,57,18:20,2025-05-06 10:12:40.854266,2025-05-06 10:12:40.854266
59589,118,2011-05-15,19.4,0,14.4,05:40,24.4,14:10,0,,,,68,86,06:10,56,15:00,2025-05-06 10:12:41.013504,2025-05-06 10:12:41.013504
59605,118,2011-05-16,21.5,0,16.7,05:40,26.3,14:50,0,,,,68,82,05:40,52,16:10,2025-05-06 10:12:41.170592,2025-05-06 10:12:41.170592
59621,118,2011-05-17,20.8,0,15.7,06:20,25.9,15:30,0,,,,64,83,06:30,50,12:30,2025-05-06 10:12:41.329506,2025-05-06 10:12:41.329506
