id,code,name,province,altitude,latitude,longitude,synop_code,created_at,updated_at
221,1050J,ELGOIBAR,GIPUZKOA,119,431233N,022448W,08036,2025-05-05 18:26:08.414990,2025-05-05 18:26:08.414990
222,1052A,MUTRIKU,GIPUZKOA,150,431902N,022350W,"",2025-05-05 18:26:08.416142,2025-05-05 18:26:08.416142
223,1055B,LEKEITIO,BIZKAIA,12,432237N,023037W,08024,2025-05-05 18:26:08.417260,2025-05-05 18:26:08.417260
224,1056K,FORUA,BIZKAIA,45,432033N,024016W,"",2025-05-05 18:26:08.418280,2025-05-05 18:26:08.418280
225,1057B,MATXITXAKO,BIZKAIA,93,432714N,024510W,"",2025-05-05 18:26:08.419351,2025-05-05 18:26:08.419351
226,1059X,PUNTA GALEA,BIZKAIA,81,432230N,030118W,08059,2025-05-05 18:26:08.420370,2025-05-05 18:26:08.420370
227,1060X,AMURRIO,ARABA/ALAVA,240,430301N,030020W,"",2025-05-05 18:26:08.421893,2025-05-05 18:26:08.421893
228,1064L,"OROZKO, IBARRA",BIZKAIA,270,430547N,025137W,"",2025-05-05 18:26:08.423015,2025-05-05 18:26:08.423015
229,1069Y,"ABADIO, URKIOLA",BIZKAIA,747,430557N,023839W,"",2025-05-05 18:26:08.423927,2025-05-05 18:26:08.423927
230,1074C,AMOREBIETA-ETXANO,BIZKAIA,100,431210N,024222W,"",2025-05-05 18:26:08.424811,2025-05-05 18:26:08.424811
231,1078C,BALMASEDA,BIZKAIA,210,431050N,031235W,"",2025-05-05 18:26:08.425698,2025-05-05 18:26:08.425698
232,1078I,GEES,BIZKAIA,208,431212N,030617W,08035,2025-05-05 18:26:08.426578,2025-05-05 18:26:08.426578
233,1082,BILBAO AEROPUERTO,BIZKAIA,42,431753N,025423W,08025,2025-05-05 18:26:08.427682,2025-05-05 18:26:08.427682
234,1083B,SOPUERTA,BIZKAIA,177,431647N,031007W,"",2025-05-05 18:26:08.428929,2025-05-05 18:26:08.428929
235,1083L,CASTRO URDIALES,CANTABRIA,45,432341N,031402W,08020,2025-05-05 18:26:08.430161,2025-05-05 18:26:08.430161
236,1089U,RAMALES DE LA VICTORIA,CANTABRIA,80,431521N,032815W,"",2025-05-05 18:26:08.431411,2025-05-05 18:26:08.431411
237,1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10,432348N,032811W,"",2025-05-05 18:26:08.432566,2025-05-05 18:26:08.432566
238,1103X,SAN ROQUE DE RIOMIERA,CANTABRIA,849,431339N,034316W,"",2025-05-05 18:26:08.433698,2025-05-05 18:26:08.433698
239,1109,SANTANDER AEROPUERTO,CANTABRIA,3,432526N,034932W,08021,2025-05-05 18:26:08.434822,2025-05-05 18:26:08.434822
240,1109X,SANTANDER AEROPUERTO,CANTABRIA,3,432543N,034953W,08021,2025-05-05 18:26:08.435964,2025-05-05 18:26:08.435964
241,1110,"SANTANDER, CIUDAD",CANTABRIA,64,432754N,034908W,"",2025-05-05 18:26:08.437127,2025-05-05 18:26:08.437127
242,1111,SANTANDER,CANTABRIA,52,432928N,034802W,08023,2025-05-05 18:26:08.438330,2025-05-05 18:26:08.438330
243,1111X,SANTANDER,CANTABRIA,51,432928N,034802W,08023,2025-05-05 18:26:08.439541,2025-05-05 18:26:08.439541
244,1124E,VILLACARRIEDO,CANTABRIA,196,431444N,035058W,"",2025-05-05 18:26:08.440466,2025-05-05 18:26:08.440466
245,1135C,"LOS TOJOS, BRCENA MAYOR",CANTABRIA,460,430849N,041251W,"",2025-05-05 18:26:08.441366,2025-05-05 18:26:08.441366
246,1152C,SAN FELICES DE BUELNA,CANTABRIA,105,431619N,040255W,"",2025-05-05 18:26:08.442272,2025-05-05 18:26:08.442272
247,1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110,432131N,040139W,"",2025-05-05 18:26:08.443305,2025-05-05 18:26:08.443305
248,1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38,432336N,042332W,08017,2025-05-05 18:26:08.444225,2025-05-05 18:26:08.444225
249,1167B,"CAMALEO, FUENTE DE",CANTABRIA,1100,430838N,044846W,"",2025-05-05 18:26:08.445217,2025-05-05 18:26:08.445217
250,1167G,"MIRADOR DEL CABLE, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1910,430918N,044811W,"",2025-05-05 18:26:08.446466,2025-05-05 18:26:08.446466
251,1167J,"CORISCAO, PARQUE NACIONAL PICOS DE EUROPA",CANTABRIA,1722,430521N,044626W,"",2025-05-05 18:26:08.447762,2025-05-05 18:26:08.447762
252,1174I,"CILLRIGO DE LIBANA, TAMA",CANTABRIA,250,431058N,043606W,"",2025-05-05 18:26:08.448799,2025-05-05 18:26:08.448799
253,1176A,TRESVISO,CANTABRIA,940,431521N,044006W,"",2025-05-05 18:26:08.449750,2025-05-05 18:26:08.449750
254,1178R,"SOTRES, PARQUE NACIONAL PICOS DE EUROPA",ASTURIAS,1236,431415N,044412W,"",2025-05-05 18:26:08.450672,2025-05-05 18:26:08.450672
255,1178Y,"POSADA DE VALDEN, SOTO ",LEON,953,430843N,045554W,"",2025-05-05 18:26:08.451575,2025-05-05 18:26:08.451575
256,1179B,CABRALES,ASTURIAS,458,431840N,045110W,"",2025-05-05 18:26:08.452472,2025-05-05 18:26:08.452472
257,1183X,LLANES,ASTURIAS,10,432513N,044453W,08016,2025-05-05 18:26:08.453391,2025-05-05 18:26:08.453391
258,1186P,"AMIEVA, PANIZALES",ASTURIAS,370,431560N,050709W,"",2025-05-05 18:26:08.454421,2025-05-05 18:26:08.454421
259,1199X,"PILOA, BARGAU",ASTURIAS,280,432240N,052348W,"",2025-05-05 18:26:08.455538,2025-05-05 18:26:08.455538
260,1203D,COLUNGA,ASTURIAS,30,432932N,051450W,"",2025-05-05 18:26:08.456515,2025-05-05 18:26:08.456515
261,1207U,"GIJN, CAMPUS",ASTURIAS,26,433123N,053716W,08065,2025-05-05 18:26:08.457414,2025-05-05 18:26:08.457414
262,1208,GIJN,ASTURIAS,3,433220N,053815W,"",2025-05-05 18:26:08.458333,2025-05-05 18:26:08.458333
263,1208A,GIJN. LA MERCED,ASTURIAS,22,433230N,053943W,"",2025-05-05 18:26:08.459241,2025-05-05 18:26:08.459241
264,1208H,"GIJN, PUERTO",ASTURIAS,5,433335N,054203W,08014,2025-05-05 18:26:08.460132,2025-05-05 18:26:08.460132
265,1210X,CABO PEAS,ASTURIAS,100,433921N,055055W,08012,2025-05-05 18:26:08.461039,2025-05-05 18:26:08.461039
266,1212E,ASTURIAS AEROPUERTO,ASTURIAS,127,433401N,060239W,08011,2025-05-05 18:26:08.461939,2025-05-05 18:26:08.461939
267,1221D,PAJARES-VALGRANDE,ASTURIAS,1480,425843N,054635W,08031,2025-05-05 18:26:08.463134,2025-05-05 18:26:08.463134
268,1223P,"LENA, RONZN",ASTURIAS,370,430758N,054922W,"",2025-05-05 18:26:08.464261,2025-05-05 18:26:08.464261
269,1226X,"ALLER, FELECHOSA",ASTURIAS,750,430543N,052837W,"",2025-05-05 18:26:08.465318,2025-05-05 18:26:08.465318
270,1234P,"MIERES, BAIA",ASTURIAS,170,431630N,054909W,"",2025-05-05 18:26:08.466625,2025-05-05 18:26:08.466625
271,1249I,OVIEDO,ASTURIAS,336,432112N,055227W,08015,2025-05-05 18:26:08.467919,2025-05-05 18:26:08.467919
272,1249X,OVIEDO,ASTURIAS,334,432112N,055226W,08015,2025-05-05 18:26:08.468845,2025-05-05 18:26:08.468845
273,1272B,"TINEO, SOUTU",ASTURIAS,280,431725N,062312W,"",2025-05-05 18:26:08.469759,2025-05-05 18:26:08.469759
274,1276F,POLA DE SOMIEDO,ASTURIAS,670,430600N,061525W,"",2025-05-05 18:26:08.470666,2025-05-05 18:26:08.470666
275,1279X,"SALAS, CAMUO",ASTURIAS,240,432530N,061351W,"",2025-05-05 18:26:08.471735,2025-05-05 18:26:08.471735
276,1283U,CABO BUSTO,ASTURIAS,60,433409N,062812W,08010,2025-05-05 18:26:08.472765,2025-05-05 18:26:08.472765
277,1297E,CERVANTES,LUGO,1020,424607N,070103W,"",2025-05-05 18:26:08.473661,2025-05-05 18:26:08.473661
278,1302F,DEGAA,ASTURIAS,1310,425719N,062821W,"",2025-05-05 18:26:08.474868,2025-05-05 18:26:08.474868
279,1309C,"IBIAS, SAN ANTOLIN",ASTURIAS,780,430139N,065306W,"",2025-05-05 18:26:08.476014,2025-05-05 18:26:08.476014
280,1327A,"VILLAYN, ONETA",ASTURIAS,410,432756N,064024W,"",2025-05-05 18:26:08.477189,2025-05-05 18:26:08.477189
281,1331A,CASTROPOL,ASTURIAS,40,433129N,070153W,08009,2025-05-05 18:26:08.478475,2025-05-05 18:26:08.478475
282,1341B,"TARAMUNDI, OURIA",ASTURIAS,340,432456N,070340W,"",2025-05-05 18:26:08.479616,2025-05-05 18:26:08.479616
283,1342X,RIBADEO,LUGO,43,433226N,070459W,"",2025-05-05 18:26:08.480977,2025-05-05 18:26:08.480977
284,1344X,MONDOEDO,LUGO,125,432553N,072142W,"",2025-05-05 18:26:08.482181,2025-05-05 18:26:08.482181
285,1347T,BURELA,LUGO,80,433904N,072126W,"",2025-05-05 18:26:08.483387,2025-05-05 18:26:08.483387
286,1351,ESTACA DE BARES,A CORUA,90,434710N,074106W,08004,2025-05-05 18:26:08.484629,2025-05-05 18:26:08.484629
287,1354C,FERROL,A CORUA,4,432835N,081544W,08005,2025-05-05 18:26:08.485786,2025-05-05 18:26:08.485786
288,1363X,AS PONTES,A CORUA,343,432645N,075141W,"",2025-05-05 18:26:08.486941,2025-05-05 18:26:08.486941
289,1387,A CORUA,A CORUA,57,432157N,082517W,08001,2025-05-05 18:26:08.488091,2025-05-05 18:26:08.488091
290,1387D,A CORUA BENS,A CORUA,132,432148N,082631W,08000,2025-05-05 18:26:08.489292,2025-05-05 18:26:08.489292
291,1387E,A CORUA AEROPUERTO,A CORUA,98,431825N,082219W,08002,2025-05-05 18:26:08.490671,2025-05-05 18:26:08.490671
292,1390X,"CARBALLO, DEPURADORA",A CORUA,98,431213N,084240W,"",2025-05-05 18:26:08.491723,2025-05-05 18:26:08.491723
293,1393,CABO VILN,A CORUA,50,430938N,091239W,08006,2025-05-05 18:26:08.492886,2025-05-05 18:26:08.492886
294,1399,VIMIANZO,A CORUA,287,430327N,090249W,"",2025-05-05 18:26:08.493875,2025-05-05 18:26:08.493875
295,1400,FISTERRA,A CORUA,230,425529N,091729W,08040,2025-05-05 18:26:08.494912,2025-05-05 18:26:08.494912
296,1406X,MAZARICOS,A CORUA,340,425607N,085937W,"",2025-05-05 18:26:08.495877,2025-05-05 18:26:08.495877
297,1410X,SOBRADO,A CORUA,500,430216N,080120W,"",2025-05-05 18:26:08.496868,2025-05-05 18:26:08.496868
298,1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUA,370,425317N,082438W,08042,2025-05-05 18:26:08.497796,2025-05-05 18:26:08.497796
299,1435C,NOIA,A CORUA,128,424801N,085234W,"",2025-05-05 18:26:08.498705,2025-05-05 18:26:08.498705
300,1437O,MONTE IROITE,A CORUA,685,424314N,085524W,08043,2025-05-05 18:26:08.499601,2025-05-05 18:26:08.499601
301,1442U,BOIRO,A CORUA,10,423838N,085332W,"",2025-05-05 18:26:08.500525,2025-05-05 18:26:08.500525
302,1446X,MONTERROSO,LUGO,680,424835N,074606W,"",2025-05-05 18:26:08.501430,2025-05-05 18:26:08.501430
303,1455I,RODEIRO-VILAMAIOR,PONTEVEDRA,645,424240N,075714W,"",2025-05-05 18:26:08.502551,2025-05-05 18:26:08.502551
304,1465U,LALIN-CRISTIMIL,PONTEVEDRA,463,423956N,081133W,"",2025-05-05 18:26:08.503688,2025-05-05 18:26:08.503688
305,1466A,SILLEDA,PONTEVEDRA,435,424203N,081528W,"",2025-05-05 18:26:08.504748,2025-05-05 18:26:08.504748
306,1468X,A ESTRADA,PONTEVEDRA,269,424137N,083007W,"",2025-05-05 18:26:08.505991,2025-05-05 18:26:08.505991
307,1473A,PADRN,A CORUA,100,424418N,083738W,08039,2025-05-05 18:26:08.506967,2025-05-05 18:26:08.506967
308,1475X,SANTIAGO DE COMPOSTELA,A CORUA,240,425234N,083321W,08041,2025-05-05 18:26:08.507870,2025-05-05 18:26:08.507870
309,1476R,"ROIS, CASAS DO PORTO",A CORUA,210,424459N,084253W,"",2025-05-05 18:26:08.508789,2025-05-05 18:26:08.508789
310,1477U,VILAGARCIA DE AROUSA,PONTEVEDRA,36,423456N,084611W,"",2025-05-05 18:26:08.509810,2025-05-05 18:26:08.509810
311,1477V,VILAGARCA DE AROUSA,PONTEVEDRA,32,423505N,084629W,"",2025-05-05 18:26:08.510958,2025-05-05 18:26:08.510958
312,1484,"PONTEVEDRA, INSTITUTO",PONTEVEDRA,19,422550N,083850W,"",2025-05-05 18:26:08.512084,2025-05-05 18:26:08.512084
313,1484C,PONTEVEDRA,PONTEVEDRA,113,422618N,083657W,08044,2025-05-05 18:26:08.513307,2025-05-05 18:26:08.513307
314,1486E,ESCUELA NAVAL DE MARN,PONTEVEDRA,3,422346N,084225W,08043,2025-05-05 18:26:08.519006,2025-05-05 18:26:08.519006
315,1489A,A LAMA,PONTEVEDRA,395,422425N,082704W,"",2025-05-05 18:26:08.526740,2025-05-05 18:26:08.526740
316,1495,VIGO AEROPUERTO,PONTEVEDRA,255,421419N,083726W,08045,2025-05-05 18:26:08.528213,2025-05-05 18:26:08.528213
317,1496X,VIGO ,PONTEVEDRA,120,421350N,084327W,"",2025-05-05 18:26:08.529218,2025-05-05 18:26:08.529218
318,1505,LUGO AEROPUERTO,LUGO,442,430640N,072727W,08008,2025-05-05 18:26:08.530172,2025-05-05 18:26:08.530172
319,1518A,LUGO,LUGO,442,425954N,073309W,"",2025-05-05 18:26:08.531098,2025-05-05 18:26:08.531098
320,1521I,O PRAMO,LUGO,403,425043N,072958W,"",2025-05-05 18:26:08.532031,2025-05-05 18:26:08.532031
321,1521X,BECERRE,LUGO,1080,425150N,071107W,"",2025-05-05 18:26:08.532942,2025-05-05 18:26:08.532942
322,1541B,VILLABLINO,LEON,958,425544N,062002W,"",2025-05-05 18:26:08.534004,2025-05-05 18:26:08.534004
323,1542,PUERTO DE LEITARIEGOS,ASTURIAS,1530,425939N,062451W,08052,2025-05-05 18:26:08.535160,2025-05-05 18:26:08.535160
324,1549,PONFERRADA,LEON,532,423350N,063600W,08053,2025-05-05 18:26:08.536292,2025-05-05 18:26:08.536292
325,1561I,VEGA DE ESPINAREDA  ,LEON,770,424558N,064025W,"",2025-05-05 18:26:08.537212,2025-05-05 18:26:08.537212
326,1583X,O BARCO DE VALDEORRAS,OURENSE,315,422456N,065935W,"",2025-05-05 18:26:08.538596,2025-05-05 18:26:08.538596
327,1631E,A POBRA DE TRIVES,OURENSE,840,422022N,071657W,08051,2025-05-05 18:26:08.539988,2025-05-05 18:26:08.539988
328,1639X,CHANDREXA DE QUEIXA,OURENSE,990,421537N,072301W,"",2025-05-05 18:26:08.540942,2025-05-05 18:26:08.540942
329,1658,FOLGOSO DO COUREL,LUGO,612,423519N,071130W,"",2025-05-05 18:26:08.541859,2025-05-05 18:26:08.541859
330,1679A,MONFORTE DE LEMOS,LUGO,291,423154N,073039W,"",2025-05-05 18:26:08.542718,2025-05-05 18:26:08.542718
331,1690A,OURENSE,OURENSE,146,421931N,075135W,08048,2025-05-05 18:26:08.543544,2025-05-05 18:26:08.543544
332,1690B,"OURENSE,INSTITUTO",OURENSE,148,421956N,075152W,"",2025-05-05 18:26:08.544381,2025-05-05 18:26:08.544381
333,1696O,BEARIZ,OURENSE,610,422805N,081641W,"",2025-05-05 18:26:08.545264,2025-05-05 18:26:08.545264
334,1700X,O CARBALLIO,OURENSE,400,422517N,080533W,08047,2025-05-05 18:26:08.546510,2025-05-05 18:26:08.546510
335,1701X,RIBADAVIA,OURENSE,112,421760N,080745W,"",2025-05-05 18:26:08.547764,2025-05-05 18:26:08.547764
336,1706A,ALLARIZ,OURENSE,492,421058N,074746W,"",2025-05-05 18:26:08.548912,2025-05-05 18:26:08.548912
337,1719,A CAIZA,PONTEVEDRA,560,421305N,081652W,"",2025-05-05 18:26:08.550311,2025-05-05 18:26:08.550311
338,1723X,"PONTEAREAS, CANEDO   ",PONTEVEDRA,90,421056N,082934W,"",2025-05-05 18:26:08.551473,2025-05-05 18:26:08.551473
339,1730E,O ROSAL,PONTEVEDRA,55,415638N,085051W,"",2025-05-05 18:26:08.552636,2025-05-05 18:26:08.552636
340,1735X,XINZO DE LIMIA,OURENSE,616,420445N,074401W,08050,2025-05-05 18:26:08.553661,2025-05-05 18:26:08.553661
341,1738U,MUIOS,OURENSE,730,415603N,075920W,"",2025-05-05 18:26:08.554598,2025-05-05 18:26:08.554598
342,1740,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,432238N,040728W,"",2025-05-05 18:26:08.555531,2025-05-05 18:26:08.555531
343,2005Y,"VINUESA, QUINTANAREJO",SORIA,1197,415804N,024658W,"",2025-05-05 18:26:08.556365,2025-05-05 18:26:08.556365
344,2017Y,"LA PVEDA DE SORIA, BARRIOMARTN",SORIA,1260,415945N,022939W,"",2025-05-05 18:26:08.557287,2025-05-05 18:26:08.557287
345,2030,SORIA,SORIA,1081,414630N,022859W,08148,2025-05-05 18:26:08.558410,2025-05-05 18:26:08.558410
346,2044B,LUBIA,SORIA,1100,413602N,023027W,"",2025-05-05 18:26:08.559571,2025-05-05 18:26:08.559571
347,2048A,MORN DE ALMAZN,SORIA,978,412510N,022513W,"",2025-05-05 18:26:08.560782,2025-05-05 18:26:08.560782
348,2059B,LA RIBA DE ESCALOTE,SORIA,1042,412059N,024700W,"",2025-05-05 18:26:08.562068,2025-05-05 18:26:08.562068
349,2084Y,UCERO,SORIA,960,414319N,030249W,"",2025-05-05 18:26:08.563336,2025-05-05 18:26:08.563336
350,2092,BURGO DE OSMA,SORIA,932,413522N,030513W,"",2025-05-05 18:26:08.564701,2025-05-05 18:26:08.564701
351,2096B,LICERAS,SORIA,1150,412225N,031505W,"",2025-05-05 18:26:08.565867,2025-05-05 18:26:08.565867
352,2106B,CORUA DEL CONDE,BURGOS,955,414445N,032255W,"",2025-05-05 18:26:08.567039,2025-05-05 18:26:08.567039
353,2117D,ARANDA DE DUERO,BURGOS,790,413957N,034434W,08144,2025-05-05 18:26:08.568171,2025-05-05 18:26:08.568171
354,2135A,FRESNO DE CANTESPINO,SEGOVIA,993,412222N,033026W,"",2025-05-05 18:26:08.569293,2025-05-05 18:26:08.569293
355,2140A,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,412752N,034709W,"",2025-05-05 18:26:08.570380,2025-05-05 18:26:08.570380
356,2150H,"LA PINILLA, ESTACIN DE ESQU",SEGOVIA,1798,411131N,032831W,08143,2025-05-05 18:26:08.571523,2025-05-05 18:26:08.571523
357,2166Y,PEAFIEL,VALLADOLID,756,413535N,040729W,"",2025-05-05 18:26:08.572522,2025-05-05 18:26:08.572522
358,2172Y,SARDN DE DUERO,VALLADOLID,725,413643N,042420W,"",2025-05-05 18:26:08.573695,2025-05-05 18:26:08.573695
359,2182C,PEDRAZA,SEGOVIA,1107,410802N,034725W,"",2025-05-05 18:26:08.574951,2025-05-05 18:26:08.574951
360,2192C,CULLAR,SEGOVIA,795,412301N,041556W,"",2025-05-05 18:26:08.576135,2025-05-05 18:26:08.576135
361,2235U,CERVERA DE PISUERGA,PALENCIA,1140,425214N,043112W,08058,2025-05-05 18:26:08.577305,2025-05-05 18:26:08.577305
362,2243A,AGUILAR DE CAMPOO,PALENCIA,910,424753N,041638W,"",2025-05-05 18:26:08.578487,2025-05-05 18:26:08.578487
363,2276B,VILLAELES DE VALDAVIA,PALENCIA,908,423408N,043430W,"",2025-05-05 18:26:08.579688,2025-05-05 18:26:08.579688
364,2285B,VILLADIEGO,BURGOS,869,423126N,040004W,"",2025-05-05 18:26:08.581077,2025-05-05 18:26:08.581077
365,2290Y,PEDROSA DEL PRNCIPE,BURGOS,771,421504N,041156W,"",2025-05-05 18:26:08.582307,2025-05-05 18:26:08.582307
366,2296A,LVEGA,SORIA,1039,414632N,015836W,"",2025-05-05 18:26:08.583254,2025-05-05 18:26:08.583254
367,2298,PALACIOS DE LA SIERRA,BURGOS,1080,415735N,030754W,08149,2025-05-05 18:26:08.584178,2025-05-05 18:26:08.584178
368,2302N,MONTERRUBIO DE LA DEMANDA,BURGOS,1197,420847N,030635W,"",2025-05-05 18:26:08.585419,2025-05-05 18:26:08.585419
369,2311Y,VILLAMAYOR DE LOS MONTES,BURGOS,884,420619N,034604W,"",2025-05-05 18:26:08.586739,2025-05-05 18:26:08.586739
370,2331,BURGOS AEROPUERTO,BURGOS,891,422125N,033713W,08075,2025-05-05 18:26:08.587755,2025-05-05 18:26:08.587755
371,2362C,"VELILLA DEL RO CARRIN, CAMPORREDONDO DE ALBA",PALENCIA,1575,425338N,044249W,"",2025-05-05 18:26:08.588901,2025-05-05 18:26:08.588901
372,2374X,CARRIN DE LOS CONDES,PALENCIA,830,422103N,043702W,08068,2025-05-05 18:26:08.589838,2025-05-05 18:26:08.589838
373,2400E,AUTILLA DEL PINO,PALENCIA,874,415944N,043610W,08072,2025-05-05 18:26:08.590733,2025-05-05 18:26:08.590733
374,2401,"PALENCIA, OBSERVATORIO",PALENCIA,750,420018N,043145W,"",2025-05-05 18:26:08.591622,2025-05-05 18:26:08.591622
375,2401X,PALENCIA,PALENCIA,736,420034N,043338W,"",2025-05-05 18:26:08.592510,2025-05-05 18:26:08.592510
376,2422,VALLADOLID,VALLADOLID,734,413827N,044515W,08141,2025-05-05 18:26:08.593392,2025-05-05 18:26:08.593392
377,2430Y,MUOTELLO,AVILA,1178,403236N,050239W,"",2025-05-05 18:26:08.594280,2025-05-05 18:26:08.594280
378,2444,VILA,AVILA,1130,403933N,044047W,08210,2025-05-05 18:26:08.595152,2025-05-05 18:26:08.595152
379,2444C,"VILA, AYUNTAMIENTO",AVILA,1143,403924N,044201W,"",2025-05-05 18:26:08.596096,2025-05-05 18:26:08.596096
380,2453E,GOTARRENDURA,AVILA,920,404944N,044431W,"",2025-05-05 18:26:08.597152,2025-05-05 18:26:08.597152
381,2456B,AREVALO,AVILA,820,410417N,044348W,"",2025-05-05 18:26:08.604083,2025-05-05 18:26:08.604083
382,2462,PUERTO DE NAVACERRADA,MADRID,1893,404735N,040038W,08215,2025-05-05 18:26:08.605730,2025-05-05 18:26:08.605730
383,2465,SEGOVIA,SEGOVIA,1008,405643N,040735W,08213,2025-05-05 18:26:08.606831,2025-05-05 18:26:08.606831
384,2465A,"SEGOVIA, INSTITUTO",SEGOVIA,990,405648N,040657W,"",2025-05-05 18:26:08.608053,2025-05-05 18:26:08.608053
385,2471Y,SAN RAFAEL,SEGOVIA,1237,404307N,041243W,"",2025-05-05 18:26:08.609062,2025-05-05 18:26:08.609062
386,2482B,MIGUELAEZ,SEGOVIA,870,410735N,042233W,"",2025-05-05 18:26:08.610005,2025-05-05 18:26:08.610005
387,2491C,"LA COVATILLA, ESTACIN DE ESQU",SALAMANCA,1960,402118N,054124W,08205,2025-05-05 18:26:08.611200,2025-05-05 18:26:08.611200
388,2503B,"OLMEDO, DEPSITO DE AGUA",VALLADOLID,786,411648N,044131W,"",2025-05-05 18:26:08.612227,2025-05-05 18:26:08.612227
389,2503X,OLMEDO,VALLADOLID,740,411933N,044113W,08142,2025-05-05 18:26:08.613239,2025-05-05 18:26:08.613239
390,2507Y,RUEDA,VALLADOLID,724,412510N,045749W,"",2025-05-05 18:26:08.614187,2025-05-05 18:26:08.614187
391,2512Y,RIVILLA DE BARAJAS,AVILA,925,405256N,050107W,"",2025-05-05 18:26:08.615085,2025-05-05 18:26:08.615085
392,2517A,FUENTE EL SOL,VALLADOLID,755,411022N,045623W,"",2025-05-05 18:26:08.616024,2025-05-05 18:26:08.616024
393,2536D,MORALES DEL TORO,ZAMORA,710,413254N,051617W,"",2025-05-05 18:26:08.616931,2025-05-05 18:26:08.616931
394,2539,VALLADOLID AEROPUERTO,VALLADOLID,846,414243N,045120W,08140,2025-05-05 18:26:08.618091,2025-05-05 18:26:08.618091
395,2555B,FUENTESAUCO,ZAMORA,811,411412N,052853W,"",2025-05-05 18:26:08.618985,2025-05-05 18:26:08.618985
396,2565,CORESES,ZAMORA,702,413319N,053750W,"",2025-05-05 18:26:08.619901,2025-05-05 18:26:08.619901
397,2568D,"SANTERVS DE LA VEGA, VILLAPN ",PALENCIA,985,423125N,045104W,"",2025-05-05 18:26:08.621072,2025-05-05 18:26:08.621072
398,2593D,VILLALN DE CAMPOS,VALLADOLID,782,420539N,050228W,"",2025-05-05 18:26:08.622171,2025-05-05 18:26:08.622171
399,2604B,MEDINA DE RIOSECO,VALLADOLID,731,415233N,050225W,"",2025-05-05 18:26:08.623136,2025-05-05 18:26:08.623136
400,2611D,VILLAFFILA,ZAMORA,690,415123N,053533W,"",2025-05-05 18:26:08.624309,2025-05-05 18:26:08.624309
401,2614,ZAMORA,ZAMORA,656,413056N,054407W,08130,2025-05-05 18:26:08.625458,2025-05-05 18:26:08.625458
402,2624C,RIAO,LEON,1090,425730N,050027W,"",2025-05-05 18:26:08.626625,2025-05-05 18:26:08.626625
403,2626Y,CUBILLAS DE RUEDA,LEON,916,423712N,051136W,"",2025-05-05 18:26:08.628068,2025-05-05 18:26:08.628068
404,2630X,PUERTO DE SAN ISIDRO,LEON,1510,430344N,052237W,08057,2025-05-05 18:26:08.629128,2025-05-05 18:26:08.629128
405,2661,"LEN, VIRGEN DEL CAMINO",LEON,916,423518N,053904W,08055,2025-05-05 18:26:08.630212,2025-05-05 18:26:08.630212
406,2661B,LEN AEROPUERTO,LEON,912,423558N,053837W,08055,2025-05-05 18:26:08.631462,2025-05-05 18:26:08.631462
407,2664B,VALENCIA DE DON JUAN,LEON,788,421745N,053017W,"",2025-05-05 18:26:08.632650,2025-05-05 18:26:08.632650
408,2701D,"BARRIOS DE LUNA, MIERA",LEON,1120,425308N,055215W,"",2025-05-05 18:26:08.633528,2025-05-05 18:26:08.633528
409,2728B,"QUINTANA DEL CASTILLO, VILLAMECA",LEON,995,423854N,060415W,"",2025-05-05 18:26:08.634623,2025-05-05 18:26:08.634623
410,2734D,ASTORGA,LEON,919,422836N,060428W,"",2025-05-05 18:26:08.635458,2025-05-05 18:26:08.635458
411,2737E,LAGUNAS DE SOMOZA,LEON,1020,422239N,061148W,08123,2025-05-05 18:26:08.636281,2025-05-05 18:26:08.636281
412,2742R,BUSTILLO DEL PRAMO,LEON,850,422759N,054647W,"",2025-05-05 18:26:08.637334,2025-05-05 18:26:08.637334
413,2755X,BENAVENTE,ZAMORA,715,420039N,054000W,08056,2025-05-05 18:26:08.638211,2025-05-05 18:26:08.638211
414,2766E,"SANABRIA, ROBLEDA-CERVANTES",ZAMORA,933,420457N,063823W,"",2025-05-05 18:26:08.639056,2025-05-05 18:26:08.639056
415,2775X,VILLARDECIERVOS,ZAMORA,850,415629N,061647W,08125,2025-05-05 18:26:08.639889,2025-05-05 18:26:08.639889
416,2777K,SANTIBAEZ DE VIDRIALES,ZAMORA,737,420441N,060026W,"",2025-05-05 18:26:08.640714,2025-05-05 18:26:08.640714
417,2789H,POZUELO DE TABARA,ZAMORA,711,414708N,055432W,"",2025-05-05 18:26:08.641695,2025-05-05 18:26:08.641695
418,2804F,VILLADEPERA,ZAMORA,790,413202N,060831W,"",2025-05-05 18:26:08.642577,2025-05-05 18:26:08.642577
419,2811A,NAVARREDONDA DE GREDOS,AVILA,1525,402102N,050835W,08206,2025-05-05 18:26:08.643458,2025-05-05 18:26:08.643458
420,2828Y,BARCO DE AVILA,AVILA,1012,402119N,053109W,"",2025-05-05 18:26:08.644570,2025-05-05 18:26:08.644570
