id,code,name,province,altitude,latitude,longitude,synop_code,created_at,updated_at
624,5598X,BENAMEJ,CORDOBA,465,371351N,043252W,"",2025-05-05 18:26:08.875341,2025-05-05 18:26:08.875341
625,5612B,LA RODA DE ANDALUCA,SEVILLA,410,371140N,044612W,08399,2025-05-05 18:26:08.876649,2025-05-05 18:26:08.876649
626,5612X,LORA DE ESTEPA,SEVILLA,450,371613N,044937W,"",2025-05-05 18:26:08.877723,2025-05-05 18:26:08.877723
627,5624X,AGUILAR DE LA FRONTERA,CORDOBA,309,372855N,044109W,"",2025-05-05 18:26:08.878711,2025-05-05 18:26:08.878711
628,5625X,LA RAMBLA,CORDOBA,200,373819N,044550W,"",2025-05-05 18:26:08.879760,2025-05-05 18:26:08.879760
629,5641X,CIJA,SEVILLA,130,373058N,050506W,08395,2025-05-05 18:26:08.880836,2025-05-05 18:26:08.880836
630,5654X,LA PUEBLA DE LOS INFANTES,SEVILLA,200,374712N,052216W,"",2025-05-05 18:26:08.881928,2025-05-05 18:26:08.881928
631,5656,FUENTES DE ANDALUCA,SEVILLA,165,372950N,052559W,"",2025-05-05 18:26:08.882870,2025-05-05 18:26:08.882870
632,5702X,CARMONA,SEVILLA,50,373356N,054426W,"",2025-05-05 18:26:08.883814,2025-05-05 18:26:08.883814
633,5704B,CAZALLA DE LA SIERRA,SEVILLA,550,375535N,054611W,08392,2025-05-05 18:26:08.884748,2025-05-05 18:26:08.884748
634,5726X,GUADALCANAL,SEVILLA,720,380558N,054909W,"",2025-05-05 18:26:08.886054,2025-05-05 18:26:08.886054
635,5733X,ALMADN DE LA PLATA,SEVILLA,450,374728N,060430W,"",2025-05-05 18:26:08.887249,2025-05-05 18:26:08.887249
636,5769X,CALA,HUELVA,618,375825N,061920W,"",2025-05-05 18:26:08.888258,2025-05-05 18:26:08.888258
637,5783,SEVILLA AEROPUERTO,SEVILLA,34,372500N,055245W,08391,2025-05-05 18:26:08.889223,2025-05-05 18:26:08.889223
638,5788X,"TOMARES, ZAUDN",SEVILLA,84,372142N,060335W,"",2025-05-05 18:26:08.890210,2025-05-05 18:26:08.890210
639,5790Y,"SEVILLA, TABLADA",SEVILLA,9,372151N,060021W,"",2025-05-05 18:26:08.891315,2025-05-05 18:26:08.891315
640,5796,MORN DE LA FRONTERA,SEVILLA,87,370952N,053641W,08397,2025-05-05 18:26:08.892509,2025-05-05 18:26:08.892509
641,5835X,CARRIN DE LOS CSPEDES,SEVILLA,76,372136N,062003W,"",2025-05-05 18:26:08.893745,2025-05-05 18:26:08.893745
642,5858X,ALMONTE,HUELVA,5,365919N,062635W,"",2025-05-05 18:26:08.894978,2025-05-05 18:26:08.894978
643,5860E,"MOGUER, EL ARENOSILLO",HUELVA,41,370553N,064417W,08384,2025-05-05 18:26:08.896292,2025-05-05 18:26:08.896292
644,5891X,LAS CABEZAS DE SAN JUAN,SEVILLA,105,365712N,055048W,"",2025-05-05 18:26:08.897679,2025-05-05 18:26:08.897679
645,5906X,CHIPIONA,CADIZ,10,364500N,062402W,"",2025-05-05 18:26:08.898943,2025-05-05 18:26:08.898943
646,5910,"ROTA, BASE NAVAL",CADIZ,21,363820N,061957W,08449,2025-05-05 18:26:08.900156,2025-05-05 18:26:08.900156
647,5911A,GRAZALEMA,CADIZ,913,364538N,052227W,08455,2025-05-05 18:26:08.901360,2025-05-05 18:26:08.901360
648,5919X,OLVERA,CADIZ,530,365554N,051534W,"",2025-05-05 18:26:08.902420,2025-05-05 18:26:08.902420
649,5941X,EL BOSQUE,CADIZ,295,364346N,053044W,"",2025-05-05 18:26:08.903361,2025-05-05 18:26:08.903361
650,5950X,SAN JOS DEL VALLE,CADIZ,105,363950N,054660W,"",2025-05-05 18:26:08.904351,2025-05-05 18:26:08.904351
651,5960,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,364502N,060321W,08451,2025-05-05 18:26:08.905856,2025-05-05 18:26:08.905856
652,5972X,SAN FERNANDO,CADIZ,28,362756N,061220W,08453,2025-05-05 18:26:08.907153,2025-05-05 18:26:08.907153
653,5973,CDIZ,CADIZ,2,362959N,061528W,08452,2025-05-05 18:26:08.908113,2025-05-05 18:26:08.908113
654,5983X,MEDINA SIDONIA,CADIZ,70,362422N,055513W,"",2025-05-05 18:26:08.909034,2025-05-05 18:26:08.909034
655,5995B,VEJER DE LA FRONTERA,CADIZ,186,361444N,055754W,08457,2025-05-05 18:26:08.909918,2025-05-05 18:26:08.909918
656,5996B,BARBATE,CADIZ,4,361105N,055434W,"",2025-05-05 18:26:08.910878,2025-05-05 18:26:08.910878
657,5998X,OSUNA,SEVILLA,255,371436N,050645W,"",2025-05-05 18:26:08.911947,2025-05-05 18:26:08.911947
658,6000A,MELILLA,MELILLA,52,351635N,025723W,60338,2025-05-05 18:26:08.913128,2025-05-05 18:26:08.913128
659,6001,TARIFA,CADIZ,32,360050N,053556W,08458,2025-05-05 18:26:08.914249,2025-05-05 18:26:08.914249
660,6032B,RONDA,MALAGA,766,364459N,051006W,08443,2025-05-05 18:26:08.915324,2025-05-05 18:26:08.915324
661,6032X,RONDA INSTITUTO,MALAGA,760,364460N,051007W,"",2025-05-05 18:26:08.916287,2025-05-05 18:26:08.916287
662,6040X,CORTES DE LA FRONTERA,MALAGA,315,363240N,052311W,"",2025-05-05 18:26:08.917545,2025-05-05 18:26:08.917545
663,6042I,JIMENA DE LA FRONTERA,CADIZ,42,362608N,052342W,"",2025-05-05 18:26:08.918463,2025-05-05 18:26:08.918463
664,6045X,ALPANDEIRE,MALAGA,676,363757N,051211W,"",2025-05-05 18:26:08.919390,2025-05-05 18:26:08.919390
665,6050X,GAUCN,MALAGA,594,363107N,051907W,"",2025-05-05 18:26:08.920338,2025-05-05 18:26:08.920338
666,6056X,SAN ROQUE  ,CADIZ,1,361623N,051704W,"",2025-05-05 18:26:08.921428,2025-05-05 18:26:08.921428
667,6057X,MANILVA,MALAGA,140,362242N,051536W,"",2025-05-05 18:26:08.922416,2025-05-05 18:26:08.922416
668,6058I,ESTEPONA,MALAGA,19,362501N,050918W,08463,2025-05-05 18:26:08.923616,2025-05-05 18:26:08.923616
669,6069X,BENAHAVS,MALAGA,392,363237N,050129W,"",2025-05-05 18:26:08.924850,2025-05-05 18:26:08.924850
670,6076X,"MARBELLA, PUERTO",MALAGA,2,362904N,045711W,"",2025-05-05 18:26:08.926261,2025-05-05 18:26:08.926261
671,6083X,MARBELLA,MALAGA,2,362860N,044425W,"",2025-05-05 18:26:08.927241,2025-05-05 18:26:08.927241
672,6084X,FUENGIROLA,MALAGA,8,363219N,043706W,08480,2025-05-05 18:26:08.928213,2025-05-05 18:26:08.928213
673,6088X,TORREMOLINOS,MALAGA,85,363714N,043054W,"",2025-05-05 18:26:08.929468,2025-05-05 18:26:08.929468
674,6100B,ANTEQUERA AYUNTAMIENTO (AUTOMTICA THIES),MALAGA,515,370126N,043345W,"",2025-05-05 18:26:08.930915,2025-05-05 18:26:08.930915
675,6106X,ANTEQUERA,MALAGA,408,370146N,044454W,08413,2025-05-05 18:26:08.932179,2025-05-05 18:26:08.932179
676,6127X,LORA,MALAGA,172,365117N,044148W,"",2025-05-05 18:26:08.933409,2025-05-05 18:26:08.933409
677,6143X,CON,MALAGA,230,363928N,044539W,"",2025-05-05 18:26:08.934725,2025-05-05 18:26:08.934725
678,6155A,MLAGA AEROPUERTO,MALAGA,7,363958N,042856W,08482,2025-05-05 18:26:08.935939,2025-05-05 18:26:08.935939
679,6156X,"MLAGA, CENTRO METEOROLGICO",MALAGA,54,364304N,042854W,08481,2025-05-05 18:26:08.937145,2025-05-05 18:26:08.937145
680,6172O,"MLAGA, PUERTO",MALAGA,25,364260N,042511W,08479,2025-05-05 18:26:08.938182,2025-05-05 18:26:08.938182
681,6172X,MLAGA,MALAGA,25,364260N,042511W,"",2025-05-05 18:26:08.939184,2025-05-05 18:26:08.939184
682,6175X,RINCN DE LA VICTORIA,MALAGA,7,364254N,041710W,"",2025-05-05 18:26:08.940122,2025-05-05 18:26:08.940122
683,6199X,VLEZ-MLAGA,MALAGA,41,364607N,040537W,"",2025-05-05 18:26:08.941354,2025-05-05 18:26:08.941354
684,6201X,ALGARROBO,MALAGA,35,364521N,040238W,"",2025-05-05 18:26:08.942568,2025-05-05 18:26:08.942568
685,6205X,TORROX,MALAGA,3,364335N,035726W,08484,2025-05-05 18:26:08.943780,2025-05-05 18:26:08.943780
686,6213X,NERJA,MALAGA,169,364546N,035043W,"",2025-05-05 18:26:08.945078,2025-05-05 18:26:08.945078
687,6248D,"CAAR, PARQUE NACIONAL SIERRA NEVADA",GRANADA,1732,365708N,032549W,"",2025-05-05 18:26:08.946325,2025-05-05 18:26:08.946325
688,6258X,LANJARN,GRANADA,708,365523N,032933W,"",2025-05-05 18:26:08.947724,2025-05-05 18:26:08.947724
689,6267X,SALOBREA,GRANADA,20,364454N,033443W,"",2025-05-05 18:26:08.949010,2025-05-05 18:26:08.949010
690,6268X,MOTRIL,GRANADA,12,364322N,033149W,08485,2025-05-05 18:26:08.949996,2025-05-05 18:26:08.949996
691,6268Y,"MOTRIL, PUERTO",GRANADA,3,364326N,033145W,"",2025-05-05 18:26:08.950961,2025-05-05 18:26:08.950961
692,6272X,CASTELL DE FERRO,GRANADA,235,364403N,032248W,"",2025-05-05 18:26:08.951940,2025-05-05 18:26:08.951940
693,6277B,ADRA,ALMERIA,8,364450N,030114W,08486,2025-05-05 18:26:08.953168,2025-05-05 18:26:08.953168
694,6281X,VLOR,GRANADA,1020,370019N,030417W,"",2025-05-05 18:26:08.954414,2025-05-05 18:26:08.954414
695,6291B,EL EJIDO,ALMERIA,98,364629N,024847W,"",2025-05-05 18:26:08.955599,2025-05-05 18:26:08.955599
696,6293X,ROQUETAS DE MAR,ALMERIA,3,364113N,024206W,08492,2025-05-05 18:26:08.956770,2025-05-05 18:26:08.956770
697,6297,ALMERA,ALMERIA,7,364952N,022720W,"",2025-05-05 18:26:08.957986,2025-05-05 18:26:08.957986
698,6299I,"LAGUNA SECA, PARQUE NACIONAL SIERRA NEVADA",GRANADA,2300,370545N,025752W,"",2025-05-05 18:26:08.959208,2025-05-05 18:26:08.959208
699,6302A,ABLA,ALMERIA,869,370829N,024648W,08427,2025-05-05 18:26:08.960415,2025-05-05 18:26:08.960415
700,6307C,"LAJAR, PARQUE NACIONAL SIERRA NEVADA",ALMERIA,1713,370311N,025350W,"",2025-05-05 18:26:08.961645,2025-05-05 18:26:08.961645
701,6307X,LUJAR DE ANDARAX,ALMERIA,1510,370160N,025445W,"",2025-05-05 18:26:08.962908,2025-05-05 18:26:08.962908
702,6312E,"RGOL, PARQUE NACIONAL SIERRA NEVADA",ALMERIA,601,370115N,024038W,"",2025-05-05 18:26:08.964318,2025-05-05 18:26:08.964318
703,6325O,ALMERA AEROPUERTO,ALMERIA,21,365047N,022125W,08487,2025-05-05 18:26:08.965671,2025-05-05 18:26:08.965671
704,6329X,CABO DE GATA,ALMERIA,42,364319N,021135W,"",2025-05-05 18:26:08.966891,2025-05-05 18:26:08.966891
705,6332X,CARBONERAS,ALMERIA,16,365849N,015413W,08488,2025-05-05 18:26:08.968100,2025-05-05 18:26:08.968100
706,6332Y,CARBONERAS,ALMERIA,222,365632N,015425W,08488,2025-05-05 18:26:08.969306,2025-05-05 18:26:08.969306
707,6335O,"NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA",ALMERIA,970,370636N,024157W,"",2025-05-05 18:26:08.970496,2025-05-05 18:26:08.970496
708,6340X,"GARRUCHA, PUERTO",ALMERIA,7,371044N,014860W,"",2025-05-05 18:26:08.971696,2025-05-05 18:26:08.971696
709,6364X,ALBOX,ALMERIA,508,372424N,020905W,"",2025-05-05 18:26:08.972888,2025-05-05 18:26:08.972888
710,6367B,HURCAL-OVERA,ALMERIA,300,372326N,015637W,08428,2025-05-05 18:26:08.973998,2025-05-05 18:26:08.973998
711,6375X,FUENTE DE PIEDRA,MALAGA,420,370756N,044431W,"",2025-05-05 18:26:08.974939,2025-05-05 18:26:08.974939
712,6381,ALBORN,ALMERIA,15,355618N,030210W,08490,2025-05-05 18:26:08.976070,2025-05-05 18:26:08.976070
713,7002Y,GUILAS,MURCIA,32,372502N,013513W,08432,2025-05-05 18:26:08.977307,2025-05-05 18:26:08.977307
714,7007Y,MAZARRN,MURCIA,66,373517N,011350W,"",2025-05-05 18:26:08.978529,2025-05-05 18:26:08.978529
715,7012C,CARTAGENA,MURCIA,17,373604N,005916W,08434,2025-05-05 18:26:08.979489,2025-05-05 18:26:08.979489
716,7012D,CARTAGENA,MURCIA,56,373616N,010124W,08434,2025-05-05 18:26:08.980708,2025-05-05 18:26:08.980708
717,7019X,CARTAGENA/SALINAS CABO PALOS,MURCIA,3,373809N,004256W,"",2025-05-05 18:26:08.981911,2025-05-05 18:26:08.981911
718,7020C,MURCIA AEROPUERTO,MURCIA,205,374827N,010741W,"",2025-05-05 18:26:08.983117,2025-05-05 18:26:08.983117
719,7023X,FUENTE LAMO DE MURCIA,MURCIA,140,374335N,011002W,"",2025-05-05 18:26:08.984330,2025-05-05 18:26:08.984330
720,7026X,TORRE-PACHECO,MURCIA,50,374420N,005803W,"",2025-05-05 18:26:08.985538,2025-05-05 18:26:08.985538
721,7031,SAN JAVIER AEROPUERTO,MURCIA,4,374720N,004812W,08433,2025-05-05 18:26:08.986733,2025-05-05 18:26:08.986733
722,7031X,SAN JAVIER AEROPUERTO,MURCIA,4,374642N,004821W,08433,2025-05-05 18:26:08.987847,2025-05-05 18:26:08.987847
723,7066Y,"YESTE, EMBALSE FUENSANTA",ALBACETE,680,382336N,021308W,"",2025-05-05 18:26:08.988855,2025-05-05 18:26:08.988855
724,7067Y,NERPIO,ALBACETE,1485,380518N,022447W,"",2025-05-05 18:26:08.989791,2025-05-05 18:26:08.989791
725,7072Y,YESTE,ALBACETE,960,381742N,021738W,"",2025-05-05 18:26:08.990773,2025-05-05 18:26:08.990773
727,7096B,HELLN,ALBACETE,605,383231N,014211W,08355,2025-05-05 18:26:08.993126,2025-05-05 18:26:08.993126
728,7103Y,TOBARRA,ALBACETE,615,383517N,014122W,"",2025-05-05 18:26:08.994095,2025-05-05 18:26:08.994095
729,7119B,CARAVACA DE LA CRUZ,MURCIA,643,380611N,015238W,08365,2025-05-05 18:26:08.995054,2025-05-05 18:26:08.995054
730,7121A,CALASPARRA,MURCIA,350,381403N,014208W,"",2025-05-05 18:26:08.996326,2025-05-05 18:26:08.996326
731,7127X,BULLAS,MURCIA,690,380257N,014143W,"",2025-05-05 18:26:08.997556,2025-05-05 18:26:08.997556
732,7138B,JUMILLA,MURCIA,485,382732N,012007W,"",2025-05-05 18:26:08.998554,2025-05-05 18:26:08.998554
733,7145D,CIEZA,MURCIA,265,381358N,012250W,08363,2025-05-05 18:26:08.999507,2025-05-05 18:26:08.999507
734,7158X,ARCHENA,MURCIA,150,380741N,011821W,"",2025-05-05 18:26:09.000739,2025-05-05 18:26:09.000739
735,7172X,MULA,MURCIA,255,380229N,012657W,"",2025-05-05 18:26:09.002231,2025-05-05 18:26:09.002231
736,7178I,MURCIA,MURCIA,62,380007N,011015W,08430,2025-05-05 18:26:09.003443,2025-05-05 18:26:09.003443
737,7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",MURCIA,985,375534N,020330W,"",2025-05-05 18:26:09.004496,2025-05-05 18:26:09.004496
738,7203A,"LORCA, ZARCILLA DE RAMOS",MURCIA,646,375041N,015211W,"",2025-05-05 18:26:09.005494,2025-05-05 18:26:09.005494
739,7209,LORCA,MURCIA,312,373917N,014114W,08426,2025-05-05 18:26:09.006418,2025-05-05 18:26:09.006418
740,7211B,PUERTO LUMBRERAS,MURCIA,445,373405N,014750W,"",2025-05-05 18:26:09.007340,2025-05-05 18:26:09.007340
741,7218Y,TOTANA,MURCIA,281,374531N,013046W,"",2025-05-05 18:26:09.008555,2025-05-05 18:26:09.008555
742,7227X,ALHAMA DE MURCIA,MURCIA,157,375142N,012005W,"",2025-05-05 18:26:09.009766,2025-05-05 18:26:09.009766
743,7228,"ALCANTARILLA, BASE AREA",MURCIA,75,375728N,011343W,08429,2025-05-05 18:26:09.010977,2025-05-05 18:26:09.010977
744,7237E,MOLINA DE SEGURA,MURCIA,170,380820N,010931W,"",2025-05-05 18:26:09.012242,2025-05-05 18:26:09.012242
745,7244X,ORIHUELA,ALICANTE,26,380404N,005853W,"",2025-05-05 18:26:09.013628,2025-05-05 18:26:09.013628
746,7247X,EL PINS/PINOSO,ALICANTE,575,382359N,010217W,08357,2025-05-05 18:26:09.015016,2025-05-05 18:26:09.015016
747,7250C,ABANILLA,MURCIA,174,381140N,010202W,"",2025-05-05 18:26:09.016270,2025-05-05 18:26:09.016270
748,7261X,ROJALES,ALICANTE,31,380517N,004255W,08367,2025-05-05 18:26:09.017501,2025-05-05 18:26:09.017501
749,7275C,YECLA,MURCIA,640,383606N,010935W,08356,2025-05-05 18:26:09.018587,2025-05-05 18:26:09.018587
750,8005X,FONTANARS DELS ALFORINS,VALENCIA,622,384648N,004745W,"",2025-05-05 18:26:09.019649,2025-05-05 18:26:09.019649
751,8008Y,VILLENA,ALICANTE,486,383437N,005156W,"",2025-05-05 18:26:09.020625,2025-05-05 18:26:09.020625
752,8013X,NOVELDA,ALICANTE,233,382308N,004528W,"",2025-05-05 18:26:09.021774,2025-05-05 18:26:09.021774
753,8018X,ELX/ELCHE,ALICANTE,110,381715N,004050W,"",2025-05-05 18:26:09.022905,2025-05-05 18:26:09.022905
754,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,381658N,003415W,08360,2025-05-05 18:26:09.023878,2025-05-05 18:26:09.023878
755,8025,ALACANT/ALICANTE,ALICANTE,81,382221N,002939W,08359,2025-05-05 18:26:09.024817,2025-05-05 18:26:09.024817
756,8036Y,BENIDORM,ALICANTE,36,383237N,000816W,"",2025-05-05 18:26:09.025742,2025-05-05 18:26:09.025742
757,8050X,JVEA/ XBIA,ALICANTE,15,384703N,001000E,08370,2025-05-05 18:26:09.026704,2025-05-05 18:26:09.026704
758,8057C,PEGO,ALICANTE,60,385048N,000706W,"",2025-05-05 18:26:09.027923,2025-05-05 18:26:09.027923
759,8058X,OLIVA,VALENCIA,5,385544N,000545W,08282,2025-05-05 18:26:09.029196,2025-05-05 18:26:09.029196
760,8058Y,MIRAMAR,VALENCIA,12,385701N,000816W,"",2025-05-05 18:26:09.030617,2025-05-05 18:26:09.030617
761,8059C,ALCOI/ALCOY,ALICANTE,530,384239N,002736W,"",2025-05-05 18:26:09.031953,2025-05-05 18:26:09.031953
762,8072Y,BARX,VALENCIA,340,390101N,001817W,"",2025-05-05 18:26:09.033264,2025-05-05 18:26:09.033264
763,8084Y,PANTANO DE LA TOBA (AUTOMATICA),CUENCA,1154,401321N,015533W,"",2025-05-05 18:26:09.034523,2025-05-05 18:26:09.034523
764,8096,CUENCA,CUENCA,949,400402N,020755W,08231,2025-05-05 18:26:09.035759,2025-05-05 18:26:09.035759
765,8155Y,MOTILLA DEL PALANCAR,CUENCA,830,393319N,015455W,"",2025-05-05 18:26:09.037013,2025-05-05 18:26:09.037013
766,8175,ALBACETE BASE AREA,ALBACETE,702,385715N,015123W,08280,2025-05-05 18:26:09.038208,2025-05-05 18:26:09.038208
767,8177A,CHINCHILLA,ALBACETE,880,385615N,013932W,08278,2025-05-05 18:26:09.039403,2025-05-05 18:26:09.039403
768,8178D,ALBACETE,ALBACETE,674,390020N,015144W,08279,2025-05-05 18:26:09.040494,2025-05-05 18:26:09.040494
769,8193E,JALANCE,VALENCIA,372,391230N,010540W,"",2025-05-05 18:26:09.041508,2025-05-05 18:26:09.041508
770,8198Y,ALMANSA,ALBACETE,710,385102N,010347W,"",2025-05-05 18:26:09.042855,2025-05-05 18:26:09.042855
771,8203O,ZARRA,VALENCIA,855,390458N,010603W,08283,2025-05-05 18:26:09.044041,2025-05-05 18:26:09.044041
772,8210Y,SALVACAETE,CUENCA,1160,400611N,013013W,"",2025-05-05 18:26:09.045474,2025-05-05 18:26:09.045474
773,8245Y,MIRA,CUENCA,815,394252N,012633W,"",2025-05-05 18:26:09.047700,2025-05-05 18:26:09.047700
774,8270X,BICORP,VALENCIA,305,390801N,004724W,"",2025-05-05 18:26:09.049008,2025-05-05 18:26:09.049008
775,8283X,ONTINYENT,VALENCIA,350,384946N,003628W,"",2025-05-05 18:26:09.050322,2025-05-05 18:26:09.050322
776,8293X,XTIVA,VALENCIA,88,390006N,003123W,08290,2025-05-05 18:26:09.051830,2025-05-05 18:26:09.051830
777,8300X,CARCAIXENT,VALENCIA,25,390648N,002645W,"",2025-05-05 18:26:09.053471,2025-05-05 18:26:09.053471
778,8309X,UTIEL,VALENCIA,758,393432N,011441W,08281,2025-05-05 18:26:09.055018,2025-05-05 18:26:09.055018
779,8325X,POLINY DE XQUER,VALENCIA,12,391105N,002219W,08287,2025-05-05 18:26:09.056355,2025-05-05 18:26:09.056355
780,8337X,TURS,VALENCIA,186,392332N,003729W,"",2025-05-05 18:26:09.057352,2025-05-05 18:26:09.057352
781,8354X,ALBARRACN,TERUEL,1130,402511N,012629W,"",2025-05-05 18:26:09.060235,2025-05-05 18:26:09.060235
782,8368U,TERUEL,TERUEL,902,402103N,010727W,08235,2025-05-05 18:26:09.061848,2025-05-05 18:26:09.061848
783,8376,JABALOYAS,TERUEL,1430,401410N,012442W,"",2025-05-05 18:26:09.063146,2025-05-05 18:26:09.063146
784,8381X,ADEMUZ,VALENCIA,705,400338N,011701W,"",2025-05-05 18:26:09.064562,2025-05-05 18:26:09.064562
785,8395X,CHELVA,VALENCIA,515,394512N,005937W,"",2025-05-05 18:26:09.065675,2025-05-05 18:26:09.065675
786,8409X,LLRIA,VALENCIA,198,393950N,003914W,"",2025-05-05 18:26:09.066819,2025-05-05 18:26:09.066819
787,8414A,VALENCIA AEROPUERTO,VALENCIA,56,392906N,002829W,08284,2025-05-05 18:26:09.068251,2025-05-05 18:26:09.068251
788,8416,VALNCIA,VALENCIA,11,392850N,002159W,08285,2025-05-05 18:26:09.069316,2025-05-05 18:26:09.069316
789,8416X,"VALENCIA, UPV",VALENCIA,6,392846N,002014W,"",2025-05-05 18:26:09.070367,2025-05-05 18:26:09.070367
790,8416Y,"VALNCIA, VIVEROS",VALENCIA,11,392850N,002159W,08285,2025-05-05 18:26:09.071974,2025-05-05 18:26:09.071974
791,8439X,SEGORBE,CASTELLON,400,394744N,002907W,"",2025-05-05 18:26:09.073180,2025-05-05 18:26:09.073180
792,8446Y,SAGUNT/SAGUNTO,VALENCIA,24,394203N,001532W,"",2025-05-05 18:26:09.074287,2025-05-05 18:26:09.074287
793,8458X,CEDRILLAS,TERUEL,1380,402550N,005058W,"",2025-05-05 18:26:09.076105,2025-05-05 18:26:09.076105
794,8472A,MONTANEJOS,CASTELLON,601,400516N,003249W,"",2025-05-05 18:26:09.077754,2025-05-05 18:26:09.077754
795,8486X,MOSQUERUELA,TERUEL,1515,402145N,002716W,"",2025-05-05 18:26:09.079900,2025-05-05 18:26:09.079900
796,8489X,VILLAFRANCA DEL CID/VILAFRANCA,CASTELLON,1130,402600N,001520W,08241,2025-05-05 18:26:09.082032,2025-05-05 18:26:09.082032
797,8492X,ATZENETA DEL MAESTRAT,CASTELLON,420,401338N,001011W,"",2025-05-05 18:26:09.083644,2025-05-05 18:26:09.083644
798,8500A,CASTELL - ALMASSORA,CASTELLON,43,395726N,000419W,08286,2025-05-05 18:26:09.085200,2025-05-05 18:26:09.085200
799,8501,CASTELL DE LA PLANA,CASTELLON,23,395921N,000156W,"",2025-05-05 18:26:09.087142,2025-05-05 18:26:09.087142
800,8503Y,TORREBLANCA,CASTELLON,35,401241N,001101E,"",2025-05-05 18:26:09.089213,2025-05-05 18:26:09.089213
801,8520X,LA POBLA DE BENIFASS-FREDES,CASTELLON,1165,404137N,000955E,"",2025-05-05 18:26:09.090599,2025-05-05 18:26:09.090599
802,8523X,VINARS,CASTELLON,111,403315N,002547E,08239,2025-05-05 18:26:09.091933,2025-05-05 18:26:09.091933
803,9001D,REINOSA,CANTABRIA,870,425931N,040938W,08032,2025-05-05 18:26:09.093219,2025-05-05 18:26:09.093219
804,9001S,ALTO CAMPOO,CANTABRIA,1650,430212N,042228W,08061,2025-05-05 18:26:09.094400,2025-05-05 18:26:09.094400
805,9012E,SANTA GADEA DE ALFOZ,BURGOS,915,425705N,035726W,"",2025-05-05 18:26:09.095466,2025-05-05 18:26:09.095466
806,9016X,"VALDERREDIBLE, CUBILLO DE EBRO",CANTABRIA,770,424835N,040156W,"",2025-05-05 18:26:09.096919,2025-05-05 18:26:09.096919
807,9019B,"VALDERREDIBLE, POLIENTES   ",CANTABRIA,720,424822N,035602W,08033,2025-05-05 18:26:09.098005,2025-05-05 18:26:09.098005
808,9027X,SARGENTES DE LA LORA,BURGOS,1017,424449N,035304W,"",2025-05-05 18:26:09.098963,2025-05-05 18:26:09.098963
809,9031C,BRIVIESCA,BURGOS,730,423334N,031832W,"",2025-05-05 18:26:09.099968,2025-05-05 18:26:09.099968
810,9051,MEDINA DE POMAR,BURGOS,580,425512N,032858W,08063,2025-05-05 18:26:09.101124,2025-05-05 18:26:09.101124
811,9060X,LALASTRA,ARABA/ALAVA,910,425231N,031354W,"",2025-05-05 18:26:09.102213,2025-05-05 18:26:09.102213
812,9069C,MIRANDA DE EBRO,BURGOS,460,424114N,025738W,"",2025-05-05 18:26:09.103499,2025-05-05 18:26:09.103499
813,9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660,424947N,022135W,"",2025-05-05 18:26:09.104549,2025-05-05 18:26:09.104549
814,9087,VITORIA AERDROMO,ARABA/ALAVA,521,425059N,023922W,"",2025-05-05 18:26:09.105889,2025-05-05 18:26:09.105889
815,9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513,425255N,024406W,08080,2025-05-05 18:26:09.107289,2025-05-05 18:26:09.107289
816,9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513,425219N,024358W,08080,2025-05-05 18:26:09.109065,2025-05-05 18:26:09.109065
817,9111,BELORADO,BURGOS,820,422516N,031013W,08077,2025-05-05 18:26:09.110507,2025-05-05 18:26:09.110507
818,9115X,VALDEZCARAY,LA RIOJA,1630,421518N,025805W,"",2025-05-05 18:26:09.111807,2025-05-05 18:26:09.111807
819,9121X,HARO,LA RIOJA,465,423431N,025117W,"",2025-05-05 18:26:09.113110,2025-05-05 18:26:09.113110
820,9122I,LABASTIDA,ARABA/ALAVA,612,423614N,024636W,"",2025-05-05 18:26:09.114672,2025-05-05 18:26:09.114672
821,9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006,421351N,025216W,"",2025-05-05 18:26:09.115739,2025-05-05 18:26:09.115739
822,9141V,NJERA,LA RIOJA,500,422450N,024336W,"",2025-05-05 18:26:09.117084,2025-05-05 18:26:09.117084
823,9145X,LEZA,ARABA/ALAVA,575,423402N,023758W,"",2025-05-05 18:26:09.118198,2025-05-05 18:26:09.118198
824,9145Y,CENICERO,LA RIOJA,429,422858N,023822W,"",2025-05-05 18:26:09.119285,2025-05-05 18:26:09.119285
825,9170,"LOGROO, AEROPUERTO",LA RIOJA,353,422708N,021952W,08084,2025-05-05 18:26:09.120464,2025-05-05 18:26:09.120464
826,9171K,LOS ARCOS,NAVARRA,470,423413N,021102W,"",2025-05-05 18:26:09.121709,2025-05-05 18:26:09.121709
827,9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570,424014N,022046W,"",2025-05-05 18:26:09.122828,2025-05-05 18:26:09.122828
828,9188,ENCISO,LA RIOJA,855,420858N,021624W,"",2025-05-05 18:26:09.123797,2025-05-05 18:26:09.123797
